# time, h1_signal, l1_signal
4.301757812500000000e-01 -2.538682197549586415e-24 2.308361101117957944e-25
4.306640625000000000e-01 -2.466658167690282229e-24 2.196403829851257211e-26
4.311523437500000000e-01 -2.373986944122383237e-24 -1.873146570629159932e-25
4.316406250000000000e-01 -2.261441254966556261e-24 -3.952280178055880482e-25
4.321289062500000000e-01 -2.129955239435419479e-24 -6.000738331896071970e-25
4.326171875000000000e-01 -1.980566669520151463e-24 -8.001360640788707079e-25
4.331054687500000000e-01 -1.814529370876563757e-24 -9.937184956532767496e-25
4.335937500000000000e-01 -1.633218844758757853e-24 -1.179234918947662331e-24
4.340820312500000000e-01 -1.438093045091239170e-24 -1.355118563802314963e-24
4.345703125000000000e-01 -1.230795608316457276e-24 -1.519874110844361155e-24
4.350585937500000000e-01 -1.013042991330528186e-24 -1.672151237763910409e-24
4.355468750000000000e-01 -7.866052979108956401e-25 -1.810649865419196142e-24
4.360351562500000000e-01 -5.533964700956492707e-25 -1.934187831089432007e-24
4.365234375000000000e-01 -3.153469992139272920e-25 -2.041754123064271850e-24
4.370117187500000000e-01 -7.440601560222456053e-26 -2.132412475519150782e-24
4.375000000000000000e-01 1.673837739282729815e-25 -2.205381885087698007e-24
4.379882812500000000e-01 4.080220309530874067e-25 -2.260067651000601718e-24
4.384765625000000000e-01 6.455264870065453713e-25 -2.295966968041304433e-24
4.389648437500000000e-01 8.778754205068969740e-25 -2.312759416881361834e-24
4.394531250000000000e-01 1.103147283171298461e-24 -2.310314289031129837e-24
4.399414062500000000e-01 1.319475008827286580e-24 -2.288600850180182271e-24
4.404296875000000000e-01 1.525007608289935671e-24 -2.247784876738848772e-24
4.409179687500000000e-01 1.718047610275798125e-24 -2.188211655506437469e-24
4.414062500000000000e-01 1.896984377694390273e-24 -2.110324304915572461e-24
4.418945312500000000e-01 2.060275027488033958e-24 -2.014763427513548747e-24
4.423828125000000000e-01 2.206574009368242204e-24 -1.902326892772528343e-24
4.428710937500000000e-01 2.334647584398514617e-24 -1.773899337611513550e-24
4.433593750000000000e-01 2.443374858333954520e-24 -1.630551168407422227e-24
4.438476562500000000e-01 2.531864854054833014e-24 -1.473476177616520946e-24
4.443359375000000000e-01 2.599354780812048316e-24 -1.303934577632658957e-24
4.448242187500000000e-01 2.645230294169874578e-24 -1.123348099503132649e-24
4.453125000000000000e-01 2.669124861170886759e-24 -9.332184130218064801e-25
4.458007812500000000e-01 2.670804731499485619e-24 -7.350866706143337473e-25
4.462890625000000000e-01 2.650207544899413582e-24 -5.306220276376884460e-25
4.467773437500000000e-01 2.607520750607407604e-24 -3.215240871337301423e-25
4.472656250000000000e-01 2.543057861853600137e-24 -1.095003881123875394e-25
4.477539062500000000e-01 2.457314246843093592e-24 1.036548665221927309e-25
4.482421875000000000e-01 2.351021526639463291e-24 3.161705640935241822e-25
4.487304687500000000e-01 2.225018965538086251e-24 5.263016524096781360e-25
4.492187500000000000e-01 2.080323968435198067e-24 7.322619267397943531e-25
4.497070312500000000e-01 1.918160466258943602e-24 9.323410017501591911e-25
4.501953125000000000e-01 1.739830592522122385e-24 1.124886932203543078e-24
4.506835937500000000e-01 1.546798274074660981e-24 1.308252696762904757e-24
4.511718750000000000e-01 1.340691399103226592e-24 1.480916211583891772e-24
4.516601562500000000e-01 1.123178786370449415e-24 1.641443079035244315e-24
4.521484375000000000e-01 8.960638498941701990e-25 1.788448149536232680e-24
4.526367187500000000e-01 6.612602629263394287e-25 1.920713328107098323e-24
4.531250000000000000e-01 4.206787058574904937e-25 2.037130690787181407e-24
4.536132812500000000e-01 1.763278838949488630e-25 2.136679692225080251e-24
4.541015625000000000e-01 -6.973434938538537265e-26 2.218538218659406147e-24
4.545898437500000000e-01 -3.154991704880368491e-25 2.282008183484447413e-24
4.550781250000000000e-01 -5.589010925415739486e-25 2.326509388491960948e-24
4.555664062500000000e-01 -7.978892298665389662e-25 2.351679750889151757e-24
4.560546875000000000e-01 -1.030506834939602208e-24 2.357285505604543606e-24
4.565429687500000000e-01 -1.254784646213509984e-24 2.343231154635817731e-24
4.570312500000000000e-01 -1.468831534535756640e-24 2.309644567252915204e-24
4.575195312500000000e-01 -1.670891538760021916e-24 2.256774718767188066e-24
4.580078125000000000e-01 -1.859238772943953776e-24 2.185017631247675629e-24
4.584960937500000000e-01 -2.032283061003500136e-24 2.094983834541943121e-24
4.589843750000000000e-01 -2.188601742865828445e-24 1.987387750546766296e-24
4.594726562500000000e-01 -2.326839769597664834e-24 1.863088785622190459e-24
4.599609375000000000e-01 -2.445826665046203935e-24 1.723138410029292953e-24
4.604492187500000000e-01 -2.544581863514703664e-24 1.568664719429765642e-24
4.609375000000000000e-01 -2.622223011242558317e-24 1.400927079638814924e-24
4.614257812500000000e-01 -2.678089090836846355e-24 1.221341500048334522e-24
4.619140625000000000e-01 -2.711718032933307177e-24 1.031365321070332825e-24
4.624023437500000000e-01 -2.722765838603545834e-24 8.325643928461072967e-25
4.628906250000000000e-01 -2.711131385973305408e-24 6.266164703401699432e-25
4.633789062500000000e-01 -2.676907477984739490e-24 4.152003601184529375e-25
4.638671875000000000e-01 -2.620314124437516949e-24 2.000731421459553693e-25
4.643554687500000000e-01 -2.541820650796982073e-24 -1.694858300295054964e-26
4.648437500000000000e-01 -2.442071515123528797e-24 -2.340907355316298559e-25
4.653320312500000000e-01 -2.321835487592484498e-24 -4.495363642546760238e-25
4.658203125000000000e-01 -2.182120203491303448e-24 -6.614647346999192094e-25
4.663085937500000000e-01 -2.024075438574175779e-24 -8.681398617207328257e-25
4.667968750000000000e-01 -1.848960655730095237e-24 -1.067819393369465290e-24
4.672851562500000000e-01 -1.658248819523865674e-24 -1.258812502871558286e-24
4.677734375000000000e-01 -1.453511331645023100e-24 -1.439551756538710978e-24
4.682617187500000000e-01 -1.236405404038114943e-24 -1.608499333775381693e-24
4.687500000000000000e-01 -1.008763261246245015e-24 -1.764221003432436960e-24
4.692382812500000000e-01 -7.724626176939597533e-25 -1.905437681133531835e-24
4.697265625000000000e-01 -5.294344885808040317e-25 -2.030931227660347497e-24
4.702148437500000000e-01 -2.817353133519578661e-25 -2.139631102515803875e-24
4.707031250000000000e-01 -3.140879286625613611e-26 -2.230643500887072052e-24
4.711914062500000000e-01 2.194848938315805766e-25 -2.303160239831155834e-24
4.716796875000000000e-01 4.688157938984432362e-25 -2.356555146102823176e-24
4.721679687500000000e-01 7.145257372674213609e-25 -2.390389510681253189e-24
4.726562500000000000e-01 9.545787578826739892e-25 -2.404326676853850207e-24
4.731445312500000000e-01 1.186928447142638600e-24 -2.398233842811503740e-24
4.736328125000000000e-01 1.409657250603013668e-24 -2.372162917110951771e-24
4.741210937500000000e-01 1.620907156246625241e-24 -2.326273668398053948e-24
4.746093750000000000e-01 1.818867518730625148e-24 -2.260937624393660773e-24
4.750976562500000000e-01 2.001905975657930249e-24 -2.176695550640756592e-24
4.755859375000000000e-01 2.168481289486428818e-24 -2.074192307791614371e-24
4.760742187500000000e-01 2.317152041204346627e-24 -1.954279082704634919e-24
4.765625000000000000e-01 2.446694581577581224e-24 -1.817948569014022499e-24
4.770507812500000000e-01 2.556000952079579435e-24 -1.666283417751428925e-24
4.775390625000000000e-01 2.644107446232917639e-24 -1.500553047934922175e-24
4.780273437500000000e-01 2.710294259228861332e-24 -1.322129295584292496e-24
4.785156250000000000e-01 2.753971052786230422e-24 -1.132451197182458492e-24
4.790039062500000000e-01 2.774723765010451377e-24 -9.331138195509956069e-25
4.794921875000000000e-01 2.772392388609640261e-24 -7.257679407421655456e-25
4.799804687500000000e-01 2.746948689633329162e-24 -5.121025352649553784e-25
4.804687500000000000e-01 2.698559989673139746e-24 -2.939222752706855560e-25
4.809570312500000000e-01 2.627642224195870342e-24 -7.303481219918638768e-26
4.814453125000000000e-01 2.534733643796804674e-24 1.487479186115366698e-25
4.819335937500000000e-01 2.420572562486369404e-24 3.695453252501141096e-25
4.824218750000000000e-01 2.286123312690842931e-24 5.875280494754180735e-25
4.829101562500000000e-01 2.132450591247069218e-24 8.008968743647349717e-25
4.833984375000000000e-01 1.960809126881131729e-24 1.007833287546565808e-24
4.838867187500000000e-01 1.772642511111670652e-24 1.206622190033840791e-24
4.843750000000000000e-01 1.569463357699160282e-24 1.395611784019840277e-24
4.848632812500000000e-01 1.352951836634131856e-24 1.573180579729160302e-24
4.853515625000000000e-01 1.124927141336094689e-24 1.737857745408835947e-24
4.858398437500000000e-01 8.872375175193128253e-25 1.888264235059517709e-24
4.863281250000000000e-01 6.418643663958769955e-25 2.023096303206925654e-24
4.868164062500000000e-01 3.908681979080957354e-25 2.141238470207498964e-24
4.873046875000000000e-01 1.362937402448378776e-25 2.241687815214033800e-24
4.877929687500000000e-01 -1.197228988060674367e-25 2.323554780989290318e-24
4.882812500000000000e-01 -3.750311366416667365e-25 2.386164802785012089e-24
4.887695312500000000e-01 -6.275421216400903955e-25 2.428968140399981270e-24
4.892578125000000000e-01 -8.751224113708451355e-25 2.451557181303282908e-24
4.897460937500000000e-01 -1.115690848816600546e-24 2.453752134173418804e-24
4.902343750000000000e-01 -1.347272622034768132e-24 2.435498929254901820e-24
4.907226562500000000e-01 -1.567896334968611284e-24 2.396902290586075690e-24
4.912109375000000000e-01 -1.775705992274241672e-24 2.338292800345682536e-24
4.916992187500000000e-01 -1.968989871309959001e-24 2.260117068533309656e-24
4.921875000000000000e-01 -2.146084196246581340e-24 2.162985706903182992e-24
4.926757812500000000e-01 -2.305496257597083562e-24 2.047719165858420967e-24
4.931640625000000000e-01 -2.445907131685184928e-24 1.915233570051456145e-24
4.936523437500000000e-01 -2.566085120652706734e-24 1.766601412043487099e-24
4.941406250000000000e-01 -2.665014749323337436e-24 1.603074468263178931e-24
4.946289062500000000e-01 -2.741871995449870351e-24 1.425969942752508242e-24
4.951171875000000000e-01 -2.795949512483414075e-24 1.236742656221064636e-24
4.956054687500000000e-01 -2.826786349004754476e-24 1.036985076642051316e-24
4.960937500000000000e-01 -2.834116652648314032e-24 8.283183072292723093e-25
4.965820312500000000e-01 -2.817809817758274774e-24 6.124731790318537006e-25
4.970703125000000000e-01 -2.777996596867747938e-24 3.912671568162987053e-25
4.975585937500000000e-01 -2.714992897781829921e-24 1.665041098527374128e-25
4.980468750000000000e-01 -2.629256328270349504e-24 -5.993800796581068806e-26
4.985351562500000000e-01 -2.521503377049791582e-24 -2.861514885695273225e-25
4.990234375000000000e-01 -2.392610580805903084e-24 -5.102854809416960009e-25
4.995117187500000000e-01 -2.243589280308398233e-24 -7.304539111518910517e-25
5.000000000000000000e-01 -2.075690469044628833e-24 -9.447990756232849163e-25
5.004882812500000000e-01 -1.890287769650004537e-24 -1.151561526013888265e-24
5.009765625000000000e-01 -1.688871890185204062e-24 -1.348986906242120540e-24
5.014648437500000000e-01 -1.473139377074234095e-24 -1.535406182970983395e-24
5.019531250000000000e-01 -1.244861214044431049e-24 -1.709285367477131433e-24
5.024414062500000000e-01 -1.005896957345224441e-24 -1.869133354820964922e-24
5.029296875000000000e-01 -7.582645130373749501e-25 -2.013594798878552819e-24
5.034179687500000000e-01 -5.040000192036908893e-25 -2.141477223661122308e-24
5.039062500000000000e-01 -2.451925026367886145e-25 -2.251663086625174934e-24
5.043945312500000000e-01 1.596666343231384347e-26 -2.343212192130748010e-24
5.048828125000000000e-01 2.773269541412706234e-25 -2.415365233740588185e-24
5.053710937500000000e-01 5.367246528854991354e-25 -2.467462785746563968e-24
5.058593750000000000e-01 7.919556042446624245e-25 -2.499052691136270942e-24
5.063476562500000000e-01 1.040916136680317039e-24 -2.509868872794177400e-24
5.068359375000000000e-01 1.281530699705507841e-24 -2.499759508437889694e-24
5.073242187500000000e-01 1.511746450743478789e-24 -2.468795512175363517e-24
5.078125000000000000e-01 1.729665408227223113e-24 -2.417225800020899513e-24
5.083007812500000000e-01 1.933455313498982884e-24 -2.345417773803348685e-24
5.087890625000000000e-01 2.121365898112322178e-24 -2.253963213193912851e-24
5.092773437500000000e-01 2.291847613985426165e-24 -2.143611254166827573e-24
5.097656250000000000e-01 2.443448953332059750e-24 -2.015222700404617507e-24
5.102539062500000000e-01 2.574853418329827806e-24 -1.869869041715300942e-24
5.107421875000000000e-01 2.684979546618031514e-24 -1.708745560346888837e-24
5.112304687500000000e-01 2.772867036208583880e-24 -1.533141775191491320e-24
5.117187500000000000e-01 2.837732027825384512e-24 -1.344531011116970947e-24
5.122070312500000000e-01 2.879044365795130728e-24 -1.144467553282201406e-24
5.126953125000000000e-01 2.896406786369413526e-24 -9.345746458281693965e-25
5.131835937500000000e-01 2.889627025175493012e-24 -7.166212600695716565e-25
5.136718750000000000e-01 2.858769747492427308e-24 -4.924067015588444535e-25
5.141601562500000000e-01 2.804032772274992402e-24 -2.637666953972986800e-25
5.146484375000000000e-01 2.725832617117972837e-24 -3.263527728792440681e-26
5.151367187500000000e-01 2.624828354574255571e-24 1.990778481954301516e-25
5.156250000000000000e-01 2.501798926170466444e-24 4.294620754599886646e-25
5.161132812500000000e-01 2.357739424261035840e-24 6.565602419149679641e-25
5.166015625000000000e-01 2.193856861601790534e-24 8.784938339584183401e-25
5.170898437500000000e-01 2.011453867951778511e-24 1.093419564832208323e-24
5.175781250000000000e-01 1.812032720659832460e-24 1.299501611925730769e-24
5.180664062500000000e-01 1.597263000133967982e-24 1.495034430362461947e-24
5.185546875000000000e-01 1.368875389860805340e-24 1.678381623561513562e-24
5.190429687500000000e-01 1.128769514682635619e-24 1.847965756966875872e-24
5.195312500000000000e-01 8.789550248183155485e-25 2.002383248157369248e-24
5.200195312500000000e-01 6.214604016421573477e-25 2.140327131315169797e-24
5.205078125000000000e-01 3.584421234669136119e-25 2.260594838763414683e-24
5.209960937500000000e-01 9.210237406695027254e-26 2.362191265062988398e-24
5.214843750000000000e-01 -1.753833559523915255e-25 2.444238128289047437e-24
5.219726562500000000e-01 -4.417597133855350540e-25 2.505998873338273421e-24
5.224609375000000000e-01 -7.047943522480673365e-25 2.546965169372427707e-24
5.229492187500000000e-01 -9.623286104214626513e-25 2.566755038760349863e-24
5.234375000000000000e-01 -1.212176384529494376e-24 2.565153402996866039e-24
5.239257812500000000e-01 -1.452242428831303924e-24 2.542178942915070511e-24
5.244140625000000000e-01 -1.680547999983675931e-24 2.497975140857027578e-24
5.249023437500000000e-01 -1.895137843794547867e-24 2.432865550634659652e-24
5.253906250000000000e-01 -2.094209446632498935e-24 2.347398685061490262e-24
5.258789062500000000e-01 -2.276112844021229371e-24 2.242235405023224657e-24
5.263671875000000000e-01 -2.439269068411592454e-24 2.118216235640891819e-24
5.268554687500000000e-01 -2.582305176479343595e-24 1.976382160713996269e-24
5.273437500000000000e-01 -2.704027020762515829e-24 1.817862511342861481e-24
5.278320312500000000e-01 -2.803350687088036692e-24 1.643952682446579505e-24
5.283203125000000000e-01 -2.879437398886252370e-24 1.456111068294451556e-24
5.288085937500000000e-01 -2.931639828389608635e-24 1.255852235717963994e-24
5.292968750000000000e-01 -2.959449274735072761e-24 1.044832492131938215e-24
5.297851562500000000e-01 -2.962626087051233456e-24 8.248227948050919945e-25
5.302734375000000000e-01 -2.941121522622294992e-24 5.976107511217996765e-25
5.307617187500000000e-01 -2.895042064872568681e-24 3.650911330710673908e-25
5.312500000000000000e-01 -2.824769728009231918e-24 1.292165046526282918e-25
5.317382812500000000e-01 -2.730861335720313986e-24 -1.080871567685533694e-25
5.322265625000000000e-01 -2.614030971128017060e-24 -3.448269723447352483e-25
5.327148437500000000e-01 -2.475256298372945273e-24 -5.790122846868641181e-25
5.332031250000000000e-01 -2.315659773925921997e-24 -8.087221854782889576e-25
5.336914062500000000e-01 -2.136510735347052442e-24 -1.032012535598384376e-24
5.341796875000000000e-01 -1.939314226631734822e-24 -1.247002357682467859e-24
5.346679687500000000e-01 -1.725678073462280695e-24 -1.451921475717876436e-24
5.351562500000000000e-01 -1.497334029552200626e-24 -1.645020189031681662e-24
5.356445312500000000e-01 -1.256205710385156553e-24 -1.824668459150863354e-24
5.361328125000000000e-01 -1.004266807562521677e-24 -1.989380822008497224e-24
5.366210937500000000e-01 -7.435817658677501851e-25 -2.137731479519512792e-24
5.371093750000000000e-01 -4.763517778353369791e-25 -2.268462835247675814e-24
5.375976562500000000e-01 -2.047702474110481176e-25 -2.380486981372539672e-24
5.380859375000000000e-01 6.891806001486301734e-26 -2.472809118731706390e-24
5.385742187500000000e-01 3.423947746372434190e-25 -2.544640829394390759e-24
5.390625000000000000e-01 6.134101647324408677e-25 -2.595376893955840019e-24
5.395507812500000000e-01 8.797071912005331803e-25 -2.624528701485637138e-24
5.400390625000000000e-01 1.139022694737790393e-24 -2.631837658989508790e-24
5.405273437500000000e-01 1.389220649838915380e-24 -2.617228276282695509e-24
5.410156250000000000e-01 1.628200648662471453e-24 -2.580754525777222151e-24
5.415039062500000000e-01 1.853921654210970751e-24 -2.522709794408452444e-24
5.419921875000000000e-01 2.064521337731344243e-24 -2.443557834805748800e-24
5.424804687500000000e-01 2.258212438289309361e-24 -2.343893408127700794e-24
5.429687500000000000e-01 2.433328202225783173e-24 -2.224544035034186019e-24
5.434570312500000000e-01 2.588422794086046290e-24 -2.086480787741002392e-24
5.439453125000000000e-01 2.722157891321293429e-24 -1.930794864057025496e-24
5.444335937500000000e-01 2.833366730599957380e-24 -1.758788323460996459e-24
5.449218750000000000e-01 2.921130936288900771e-24 -1.571868912874491882e-24
5.454101562500000000e-01 2.984661137620695890e-24 -1.371544122881246403e-24
5.458984375000000000e-01 3.023377717904266658e-24 -1.159497727913146017e-24
5.463867187500000000e-01 3.036961735059179135e-24 -9.374720320481349811e-25
5.468750000000000000e-01 3.025233821138982598e-24 -7.072793369165363368e-25
5.473632812500000000e-01 2.988248080179075176e-24 -4.708617532794273578e-25
5.478515625000000000e-01 2.926314149271742585e-24 -2.301659945191450801e-25
5.483398437500000000e-01 2.839877799210418982e-24 1.282677190782920966e-26
5.488281250000000000e-01 2.729624411859444219e-24 2.560587571992953834e-25
5.493164062500000000e-01 2.596471918874657145e-24 4.975230410449002522e-25
5.498046875000000000e-01 2.441458364547406374e-24 7.352163031129106540e-25
5.502929687500000000e-01 2.265852062370541141e-24 9.671160261210270970e-25
5.507812500000000000e-01 2.071115782564903212e-24 1.191305621336894979e-24
5.512695312500000000e-01 1.858804858228013085e-24 1.405910679883399846e-24
5.517578125000000000e-01 1.630679483646899563e-24 1.609095069982027687e-24
5.522460937500000000e-01 1.388641248263693783e-24 1.799177745819549054e-24
5.527343750000000000e-01 1.134646109446569163e-24 1.974553708700703849e-24
5.532226562500000000e-01 8.708161320087849613e-25 2.133708791657746390e-24
5.537109375000000000e-01 5.993520309502466594e-25 2.275324123337937670e-24
5.541992187500000000e-01 3.224651001525962813e-25 2.398184819682028005e-24
5.546875000000000000e-01 4.248461921474934014e-26 2.501212705019022392e-24
5.551757812500000000e-01 -2.382507369596834541e-25 2.583553774519479380e-24
5.556640625000000000e-01 -5.174396655482704604e-25 2.644476589165787225e-24
5.561523437500000000e-01 -7.927184778935519774e-25 2.683420675551966999e-24
5.566406250000000000e-01 -1.061785659405196731e-24 2.700063349859138182e-24
5.571289062500000000e-01 -1.322423930458567863e-24 2.694211677576758672e-24
5.576171875000000000e-01 -1.572410263469085136e-24 2.665865443790167559e-24
5.581054687500000000e-01 -1.809651229716520418e-24 2.615261316070740827e-24
5.585937500000000000e-01 -2.032179497648196486e-24 2.542762035155126547e-24
5.590820312500000000e-01 -2.238077083313691988e-24 2.448930968940234920e-24
5.595703125000000000e-01 -2.425616503811495521e-24 2.334551124359978441e-24
5.600585937500000000e-01 -2.593230910741903269e-24 2.200515102046324899e-24
5.605468750000000000e-01 -2.739451846304858701e-24 2.047908905955747260e-24
5.610351562500000000e-01 -2.863049611246093752e-24 1.878006016608914653e-24
5.615234375000000000e-01 -2.962977080672397200e-24 1.692163083442003662e-24
5.620117187500000000e-01 -3.038324068333152330e-24 1.491910596101640991e-24
5.625000000000000000e-01 -3.088452320802344237e-24 1.278922131756629264e-24
5.629882812500000000e-01 -3.112915411392723960e-24 1.054919067434256070e-24
5.634765625000000000e-01 -3.111431220314300867e-24 8.217645648820302939e-25
5.639648437500000000e-01 -3.084005843838062407e-24 5.814093782459671024e-25
5.644531250000000000e-01 -3.030831182390892650e-24 3.358100710364134448e-25
5.649414062500000000e-01 -2.952275629937346115e-24 8.702438654661844913e-26
5.654296875000000000e-01 -2.848992315635892059e-24 -1.628632585758152713e-25
5.659179687500000000e-01 -2.721798700334907707e-24 -4.118065175967634139e-25
5.664062500000000000e-01 -2.571686856385009995e-24 -6.577038134939418535e-25
5.668945312500000000e-01 -2.399912849906546649e-24 -8.984907559257017268e-25
5.673828125000000000e-01 -2.207862623108071998e-24 -1.132185343447419398e-24
5.678710937500000000e-01 -1.997080917447190368e-24 -1.356799203859451685e-24
5.683593750000000000e-01 -1.769337909071683029e-24 -1.570443185569203403e-24
5.688476562500000000e-01 -1.526486083293569059e-24 -1.771349852055096029e-24
5.693359375000000000e-01 -1.270507592257342583e-24 -1.957791437357197087e-24
5.698242187500000000e-01 -1.003557148033193254e-24 -2.128194587169071074e-24
5.703125000000000000e-01 -7.278164311186547182e-25 -2.281139544704650822e-24
5.708007812500000000e-01 -4.455590566346193708e-25 -2.415287957212440212e-24
5.712890625000000000e-01 -1.591682275812181142e-25 -2.529502294491665030e-24
5.717773437500000000e-01 1.290064455350464804e-25 -2.622820654665848381e-24
5.722656250000000000e-01 4.165687563882631801e-25 -2.694395632507866794e-24
5.727539062500000000e-01 7.010834886291933189e-25 -2.743613027750038431e-24
5.732421875000000000e-01 9.802105875532288606e-25 -2.770042738084813355e-24
5.737304687500000000e-01 1.251610813695538988e-24 -2.773391234199714123e-24
5.742187500000000000e-01 1.512976914398541343e-24 -2.753615933003228776e-24
5.747070312500000000e-01 1.762153344799215826e-24 -2.710854214153814939e-24
5.751953125000000000e-01 1.997031205539598546e-24 -2.645390873163664155e-24
5.756835937500000000e-01 2.215602161744808500e-24 -2.557763150612082508e-24
5.761718750000000000e-01 2.416059144422576261e-24 -2.448669441999735086e-24
5.766601562500000000e-01 2.596683244902384311e-24 -2.318952539128277696e-24
5.771484375000000000e-01 2.755916835926852535e-24 -2.169691974140757288e-24
5.776367187500000000e-01 2.892440023629244511e-24 -2.002096674385018426e-24
5.781250000000000000e-01 3.005052625011607134e-24 -1.817505637133594960e-24
5.786132812500000000e-01 3.092763877285455006e-24 -1.617464736295099806e-24
5.791015625000000000e-01 3.154842370509244416e-24 -1.403606924556278346e-24
5.795898437500000000e-01 3.190697696526242462e-24 -1.177669784661241741e-24
5.800781250000000000e-01 3.199983246223244922e-24 -9.415537212080230532e-25
5.805664062500000000e-01 3.182616732077560366e-24 -6.971944133784230483e-25
5.810546875000000000e-01 3.138664415305463452e-24 -4.465978336093145577e-25
5.815429687500000000e-01 3.068452424785227157e-24 -1.918792057504478034e-25
5.820312500000000000e-01 2.972557066945186229e-24 6.486656045872617884e-26
5.825195312500000000e-01 2.851696574349071437e-24 3.215131466174261783e-25
5.830078125000000000e-01 2.706848013167273704e-24 5.758846900378115345e-25
5.834960937500000000e-01 2.539208278147000144e-24 8.258829900509209406e-25
5.839843750000000000e-01 2.350097062969854194e-24 1.069420659298662809e-24
5.844726562500000000e-01 2.141074414499036129e-24 1.304423464591621709e-24
5.849609375000000000e-01 1.913873060925026553e-24 1.528949024560051062e-24
5.854492187500000000e-01 1.670316107933150362e-24 1.741105650701868393e-24
5.859375000000000000e-01 1.412431973936652122e-24 1.939074177546714267e-24
5.864257812500000000e-01 1.142361951618130396e-24 2.121213736954755776e-24
5.869140625000000000e-01 8.622970132002733977e-25 2.285969478355372391e-24
5.874023437500000000e-01 5.745867156991349734e-25 2.431913282251815301e-24
5.878906250000000000e-01 2.816251795546218221e-25 2.557832274643750935e-24
5.883789062500000000e-01 -1.419111823778903481e-26 2.662627476992676260e-24
5.888671875000000000e-01 -3.103644182494530720e-25 2.745370483436694528e-24
5.893554687500000000e-01 -6.044264099145905221e-25 2.805370406843014275e-24
5.898437500000000000e-01 -8.939562725372853554e-25 2.842066775946698308e-24
5.903320312500000000e-01 -1.176493431039971073e-24 2.855100612256096248e-24
5.908203125000000000e-01 -1.449678976490529106e-24 2.844358012577071955e-24
5.913085937500000000e-01 -1.711248364908137967e-24 2.809861333641527492e-24
5.917968750000000000e-01 -1.958959197377617348e-24 2.751851623297530041e-24
5.922851562500000000e-01 -2.190738522466655328e-24 2.670806181416261985e-24
5.927734375000000000e-01 -2.404650019104624441e-24 2.567330944045368737e-24
5.932617187500000000e-01 -2.598838144234394422e-24 2.442251025744935584e-24
5.937500000000000000e-01 -2.771674247672987195e-24 2.296602140637551443e-24
5.942382812500000000e-01 -2.921697745668901830e-24 2.131529138651300491e-24
5.947265625000000000e-01 -3.047577842751446292e-24 1.948382418901755370e-24
5.952148437500000000e-01 -3.148253323834162248e-24 1.748683812850027149e-24
5.957031250000000000e-01 -3.222850342978769453e-24 1.534034542297036296e-24
5.961914062500000000e-01 -3.270663415668791252e-24 1.306213406946793805e-24
5.966796875000000000e-01 -3.291283372503318459e-24 1.067118032769362514e-24
5.971679687500000000e-01 -3.284493411847370557e-24 8.186861247001217167e-25
5.976562500000000000e-01 -3.250268643868225276e-24 5.629932390964019906e-25
5.981445312500000000e-01 -3.188886729075818626e-24 3.021730044730976672e-25
5.986328125000000000e-01 -3.100805984378351540e-24 3.835562481167832488e-26
5.991210937500000000e-01 -2.986684433130262258e-24 -2.262379445789964178e-25
5.996093750000000000e-01 -2.847470177692462882e-24 -4.893942649354404031e-25
6.000976562500000000e-01 -2.684266365491320693e-24 -7.489496987337206455e-25
6.005859375000000000e-01 -2.498368715365159869e-24 -1.002702858520900757e-24
6.010742187500000000e-01 -2.291331436535911319e-24 -1.248526680191934358e-24
6.015625000000000000e-01 -2.064823144977403694e-24 -1.484388227292725145e-24
6.020507812500000000e-01 -1.820681672758144681e-24 -1.708269343629526502e-24
6.025390625000000000e-01 -1.560954225265030966e-24 -1.918287695736655002e-24
6.030273437500000000e-01 -1.287751007633533428e-24 -2.112693319908413827e-24
6.035156250000000000e-01 -1.003316756435178661e-24 -2.289800702595271891e-24
6.040039062500000000e-01 -7.100442084215597517e-25 -2.448114550856997383e-24
6.044921875000000000e-01 -4.103304247147181854e-25 -2.586302470971706410e-24
6.049804687500000000e-01 -1.066620238311815419e-25 -2.703139518863309890e-24
6.054687500000000000e-01 1.983985397147501722e-25 -2.797632612477485890e-24
6.059570312500000000e-01 5.023478072500062559e-25 -2.868969194584261584e-24
6.064453125000000000e-01 8.026436153448238328e-25 -2.916476077135930702e-24
6.069335937500000000e-01 1.096743651854152608e-24 -2.939738570525618062e-24
6.074218750000000000e-01 1.382225308108397685e-24 -2.938527559822839363e-24
6.079101562500000000e-01 1.656678647868811138e-24 -2.912774233993389030e-24
6.083984375000000000e-01 1.917768771453540365e-24 -2.862678940888765023e-24
6.088867187500000000e-01 2.163336587996717193e-24 -2.788618042524260968e-24
6.093750000000000000e-01 2.391285726142439887e-24 -2.691134449914971938e-24
6.098632812500000000e-01 2.599665042046294196e-24 -2.571032057445192627e-24
6.103515625000000000e-01 2.786744717199034499e-24 -2.429266359314059479e-24
6.108398437500000000e-01 2.950899515551351357e-24 -2.266952325386503892e-24
6.113281250000000000e-01 3.090707804393161836e-24 -2.085441940382819613e-24
6.118164062500000000e-01 3.205000436549115280e-24 -1.886202656542030961e-24
6.123046875000000000e-01 3.292745134992282350e-24 -1.670841819659165065e-24
6.127929687500000000e-01 3.353158706151710117e-24 -1.441163765032536190e-24
6.132812500000000000e-01 3.385726202092367648e-24 -1.199040211977043793e-24
6.137695312500000000e-01 3.390089121568669631e-24 -9.464510974083550677e-25
